	id_sent	n_sent	id_article	sent
885	885	23.0	31	Raheem Sterling had had a stellar campaign, Kane showed flashes of his world-class ability and the central defensive pair of John Stones and Maguire were solid.
886	886	24.0	31	This will offer no comfort in the hours following such a devastating loss, but England can at least move forward with optimism.
887	887	25.0	31	Italy worthy winners Italy have won their sixth major tournament title (four World Cup, two Euros); among European nations, only Germany (seven) have won more As Italy's players and staff celebrated in front of their exultant fans, manager Roberto Mancini was left to reflect on an outstanding job, their 34th game unbeaten crowned with the Euro 2020 title.
888	888	26.0	31	Mancini has put together an impressive mix of youth and experience, and at the back he can still rely on those two old warhorses of Juventus and Italy, Bonucci and Giorgio Chiellini, as durable as ever despite a combined age of 70.
889	889	27.0	31	Italy proved their pedigree with wins over Belgium and Spain in the knockout stage and were unfazed by having to face a thunderous Wembley packed with England fans.
890	890	28.0	31	And all done after failing to qualify for the 2018 World Cup in Russia, which was regarded as a national sporting humiliation.
891	891	29.0	31	Now Italy are back as the winners of Euro 2020, testimony to the work of Mancini and his players.
892	892	30.0	31	the stats Italy have won their second European Championship title, and first in 53 years (also 1968); it's the longest ever gap between championships in the tournament by a single nation, surpassing Spain's 44-year wait from 1964 to 2008.
893	893	31.0	31	England have won just 22% (two of nine) of their major tournament shootouts (World Cup/Euros), the lowest ratio of any European nation to have been involved in three or more.
894	894	32.0	31	Italy found themselves trailing in a game for the first time at Euro 2020, while overall they spent 65 minutes behind against England in the final, 21 more than they had been behind in their 33-game unbeaten run (in all competitions) coming into the final (44).
895	895	33.0	31	England posted their lowest possession in a game at Wembley (34.4%) since November 2016 v Spain (34.3%).
896	896	34.0	31	Gareth Southgate has made at least one change to the England starting XI for 37 consecutive matches, making a total of 200 changes in that time and last staying with the same starting line-up in the 2018 World Cup semi-final.
897	897	35.0	31	At one minute 57 seconds, Luke Shaw's opener (his first ever goal for England) was the quickest goal scored in the final of the European Championship, while it was also England's quickest in the competition overall and the earliest Italy have ever conceded in the competition.
898	898	36.0	31	At 34 years and 71 days, Italy's Leonardo Bonucci became the oldest player ever to score in a European Championship final, and second-oldest for a European side in any major tournament final (World Cup/Euros), after Nils Liedholm for Sweden v Brazil at the 1958 World Cup (35 years, 264 days).
899	899	37.0	31	Against Italy, Harry Kane failed to muster a shot or create a goal-scoring chance for only the second time in his 61 appearances for England, also doing so in a friendly against Switzerland in September 2018.
900	900	38.0	31	Player of the match Shaw Luke Shaw with an average of 7.66 Italy Italy Italy England England England Italy Avg Squad number 14 Player name Chiesa Average rating
901	901	39.0	31	7.20 Squad number 21 Player name G Donnarumma Average rating 6.86 Squad number 19 Player name Bonucci Average rating
902	902	40.0	31	6.25 Squad number 8 Player name Jorginho Average rating 6.10 Squad number 13 Player name Emerson Average rating 6.01 Squad number 5 Player name Locatelli Average rating
903	903	41.0	31	5.87 Squad number 2 Player name Di Lorenzo Average rating
904	904	42.0	31	5.80 Squad number 24 Player name Florenzi Average rating 5.77 Squad number 18 Player name Barella Average rating 5.77 Squad number 11 Player name Berardi Average rating 5.74 Squad number 16 Player name Cristante Average rating
905	905	43.0	31	5.64 Squad number 17 Player name Immobile Average rating 5.44 England Avg Squad number 3 Player name Shaw Average rating
906	906	44.0	31	7.24 Squad number 1 Player name Pickford Average rating 7.17
907	907	45.0	31	6.71 Squad number 6 Player name Maguire Average rating 6.60 Squad number 12 Player name Trippier Average rating
908	908	46.0	31	Player name Stones Average rating 6.52 Squad number 7 Player name
909	909	47.0	31	4.42 Squad number 11 Player name Rashford Average rating 3.31 Squad number 17 Player name Sancho Average rating 3.30
910	910	1.0	32	Italy won the European Championship for the first time since 1968 as goalkeeper Gianluigi Donnarumma saved two England penalties en route to a 3-2 shoot-out win.
911	911	2.0	32	Both sides had fought out a 1-1 extra-time draw at a raucous Wembley on Sunday.
912	912	3.0	32	The giant keeper saved from Jadon Sancho and Bukayo Saka after Marcus Rashford hit the post, as Federico Bernardeschi, Leonardo Bonucci and Domenico Berardi all scored for the Italians.
913	913	4.0	32	Luke Shaw had given England a dream start with a superb goal after two minutes
914	914	5.0	32	but Italy, who offered almost nothing in response in the first half, gradually took command as the hosts sat back and leveled through Bonucci after 67 minutes.
915	915	6.0	32	It was the first final to be decided on penalties since Czechoslovakia beat West Germany in 1976 and will be wildly celebrated in Italy after they lost in the final in 2000 and 2012.
916	916	7.0	32	They made most of the running after halftime and in extra time and England can have few complaints after their early promise faded away.
917	917	8.0	32	It was nevertheless heartbreaking for most of the 67,000 Wembley crowd as England came up short in their first major final since they won the World Cup 55 years ago.
918	918	9.0	32	It had all started so well when Harry Kane spread the ball wide to Kieran Trippier
